9,,9,9,9,9,9,9,9,9,9,9
10,,10,13,10,9,10,11,10,9,11,7
10.7,,10,17,10,10,10,14,8,11,12,5
11.1,,8,16,11,13,11,16,11,12,9,4
10.9,,9,16,11,12,12,12,11,12,10,4
10,,7,14,11,11,14,11,7,10,11,4
9.6,,9,13,10,9,13,9,7,13,11,2
9.2,,8,12,10,10,13,9,8,11,11,0
9.1,,8,10,9,10,14,9,9,11,11,0
8.1,,7,9,9,6,11,10,7,11,11,0
9.7,,8,13,10,9,13,11,9,11,13,0
9.4,,7,13,11,4,11,12,11,11,14,0
9.5,,9,12,11,5,11,11,11,13,12,0
9.2,,10,13,10,5,11,10,11,12,10,0
9.5,,9,14,9,4,11,12,10,13,13,0
9.9,,10,13,12,5,11,12,10,14,12,0
9.1,,9,11,10,6,9,12,9,14,11,0
10.1,,11,13,12,6,11,12,10,12,14,0
10.4,,10,13,11,5,11,12,11,17,14,0
10.6,,11,13,15,6,11,10,13,18,9,0
10.1,,10,12,15,6,10,10,11,16,11,0
10.9,,11,14,15,6,10,11,12,19,11,0
10.7,,11,13,16,5,10,10,13,18,11,0
11.7,,13,17,16,6,8,12,13,20,12,0
12,,12,17,19,6,10,11,10,21,14,0
12.1,,10,20,17,7,10,12,11,19,15,0
12.5,,11,21,20,6,9,11,11,22,14,0
12.5,,9,22,19,7,9,11,13,20,15,0
12,,10,21,15,7,9,13,12,22,11,0
12.2,,10,22,15,5,11,11,11,21,16,0
12,,9,21,14,7,11,11,10,20,17,0
12,,10,21,16,7,10,10,10,20,16,0
12.2,,12,22,15,5,12,12,12,19,13,0
12.6,,12,21,15,7,13,11,13,18,16,0
12.6,,11,24,14,6,12,14,11,19,15,0
12.5,,11,23,17,6,12,12,10,20,14,0
13.1,,13,24,15,5,11,12,16,21,14,0
13,,12,23,16,5,13,13,15,20,13,0
13,,12,25,13,8,11,12,15,20,14,0
12.9,,14,26,14,6,11,13,12,19,14,0
13,,15,26,14,5,12,14,12,19,13,0
13.4,,13,25,15,6,14,13,15,22,11,0
13.9,,12,26,17,8,16,12,16,21,11,0
13.9,,12,26,18,7,16,12,15,21,12,0
13.8,,12,27,17,6,16,11,16,20,13,0
14.1,,13,27,17,8,13,13,13,20,17,0
13.8,,13,28,18,6,13,12,13,20,15,0
14.1,,14,27,17,8,13,13,14,19,16,0
14.4,,16,28,18,6,14,12,15,18,17,0
13.9,,15,25,19,6,13,13,15,19,14,0
13.3,,13,25,16,6,12,15,15,20,11,0
13.8,,13,28,17,5,11,14,15,21,14,0
13.8,,14,27,17,6,10,16,16,20,12,0
14,,13,29,17,6,11,17,16,19,12,0
13.7,,15,27,16,8,11,14,16,19,11,0
14.5,,14,27,19,6,12,14,18,20,15,0
14.2,,13,27,19,6,12,14,18,19,14,0
14.5,,13,28,18,5,11,14,20,21,15,0
14.6,,13,30,19,5,11,15,18,21,14,0
14.5,,16,30,16,5,11,15,18,21,13,0
15.2,,13,32,16,6,13,16,18,23,15,0
14.7,,14,29,16,5,13,16,17,22,15,0
14.2,,14,30,17,5,12,16,14,21,13,0
14.9,,13,30,19,7,13,17,16,22,12,0
14.8,,16,28,21,5,13,16,16,20,13,0
15,,16,32,18,5,11,14,21,21,12,0
14.5,,14,33,17,6,11,14,17,20,13,0
15.3,,15,29,19,8,12,16,18,21,15,0
15.3,,15,27,21,6,13,15,21,21,14,0
14.9,,16,28,20,5,11,17,20,20,12,0
14.8,,14,28,19,6,10,16,21,20,14,0
15.3,,16,27,18,7,10,15,22,22,16,0
15,,14,27,18,7,13,17,20,21,13,0
15,,16,30,19,5,11,17,20,20,12,0
14.4,,14,27,17,6,12,15,18,19,16,0
14.8,,13,26,18,7,15,16,19,19,15,0
15.1,,14,26,19,7,14,18,17,20,16,0
14.2,,13,29,17,7,11,16,15,19,15,0
14.7,,13,27,17,7,12,17,20,22,12,0
14.7,,13,28,18,7,12,15,21,21,12,0
15.2,,14,28,20,7,12,17,21,20,13,0
14.9,,14,28,18,6,13,17,19,21,13,0
15.2,,15,28,19,8,12,16,19,21,14,0
15.3,,16,29,18,6,12,15,21,20,16,0
14.9,,15,28,19,7,12,15,20,20,13,0
14.6,,13,29,20,5,11,17,20,19,12,0
14.6,,15,30,17,5,13,14,19,19,14,0
14.6,,15,31,19,6,12,14,17,19,13,0
14.7,,14,30,18,6,12,15,20,19,13,0
14.6,,14,30,18,5,12,16,20,19,12,0
14.5,,14,29,18,5,11,16,20,20,12,0
14.8,,16,28,18,5,11,15,20,19,16,0
15.4,,15,29,20,5,13,15,21,21,15,0
15.3,,14,31,19,6,14,14,22,20,13,0
15.4,,13,30,20,5,13,14,24,21,14,0
15,,14,28,18,6,12,14,22,23,13,0
15.4,,14,29,18,6,12,14,23,21,17,0
15.3,,13,28,19,6,12,16,21,21,17,0
15.3,,13,30,21,7,12,16,20,22,12,0
15.3,,13,30,19,5,12,16,24,22,12,0
